id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip,user_authentication
4935403670604705,NeR0H2xjj,2853016445,钛媒体APP,#基金股票#【#钛媒体每日收评#｜今日港股收评：恒指收跌1.36%，恒大汽车跌超16%】8月16日，港股三大指数下跌。截至收盘，恒生指数跌1.36%，报18329.30点；恒生科技指数跌1.27%，报4126.13点；国企指数跌1.47%，报6272.66点。今日，南下资金净流出8.82亿港元，其中港股通（沪）净流入6.95亿港元，港股通（深）净流出15.77亿港元。盘面上，大型科技股多数下跌，蔚来跌超5%，小鹏汽车、商汤跌超3%；港口航运股普跌，海丰国际跌超11%，东方海外国际、远航港口跌超4%；汽车股继续维持跌势，蔚来跌超5%，小鹏汽车、零跑汽车跌超3%；农产品股大跌，洪九果品跌超16%；影视娱乐股普涨，数字万国涨超6%，力天影业跌超4%；内房股回暖，龙湖集团、融创中国涨超3%，碧桂园、美的置业涨超2%。消息面：1、中银证券表示，今明两年集装箱船的交付量将会明显增加，后续集运市场运价仍将面临一定压力，但一定程度上供给端的压力或将部分被班轮公司通过减速航行和停航的举措所抵消，或者被因争夺市场份额的“价格战”进一步加剧。2、近期多家新能源车企开启新一轮优惠促销。其中，特斯拉刚降完主力车型，高端车型再次降价，ModelS现车75.49万元起售，原价80.89万元；ModelX现车83.69万元起售，原价89.89万元。特斯拉此轮降价最高达到6.2万元。3、据猫眼专业版数据，电影《孤注一掷》累计票房突破20亿，2023年暑期档共4部影片票房突破20亿，创下影史暑期档新高。分别为《消失的她》《八角笼中》《封神第一部》《孤注一掷》。4、8月15日，中国人民银行官网发布消息称，2023年8月15日人民银行开展2040亿元公开市场逆回购操作和4010亿元中期借贷便利（MLF）操作，其中MLF中标利率2.5%，较此前2.65%下调15个基点。多位市场分析人士表示，MLF利率下调，有助于带动LPR利率同步调降，有助于降低房贷利率，促进房地产复苏回暖。5、恒大汽车尾盘再度跳水，最终收跌16.18%，报1.45港元/股，该股此前一度因纽顿集团以对恒大汽车进行5亿美元的战投股价大涨。但查阅资料后发现，这家总部位于阿联酋迪拜的电动汽车企业创始人为41岁的中国人吴楠。在翻阅纽顿近三年的年报后发现，2020年、2021年和2022年，纽顿均无营收，截至2022年末，公司持有的现金及现金等价物约2.119亿美元。6、诺辉健康午后跳水，一度跌近16%，最终收跌6.88%，报18.42港元/股。针对JCapitalInvestment发布诺辉健康财务数据造假的调查报告，诺辉健康相关负责人称：关注到香港做空机构JCapitalInvestment的报告，该报告信息严重歪曲事实，意图伤害我公司声誉。我们将采取法律手段追责并保护公司的合法权益。我们在港交所发布的信息均真实合规。下周一下午港交所盘后，静默期后，我们将会召开系列投资人沟通会和媒体交流会，公开透明沟通公司发展和业绩信息。,,,,"基金 股票,钛媒体每日收评",0,0,0,2023-08-16 16:43,微博网页版,https://wx4.sinaimg.cn/large/00374XUhly1hgyoe62emoj61xg1634qs02.jpg,,,,蓝V
4935283756239627,NeNThqbd9,3150963032,西南期货,航期将至，集运指数（欧线）期货8月18日上市,,,,,0,0,0,2023-08-16 08:46,微博网页版,https://wx4.sinaimg.cn/large/bbcfe158ly1hgyam7df0dj20rs556x6q.jpg,,,重庆,蓝V
4935031606739459,NeHkAsheX,1525844264,胡斐-戊午,集运指数-欧线挂牌合约为2024年4月-12月5个合约月份,,,,,0,0,16,2023-08-15 16:04,iPhone客户端,https://wx4.sinaimg.cn/large/5af28928ly1hgxhnvdt4qj20ml0e3dh8.jpg,,,上海,金V
4935017732510065,NeGYdawYV,3633080734,倍特期货,发布了头条文章：#微讲堂#《上期能源就集运指数（欧线）期货相关问题答记者问》O#微讲堂#上期能源就集运指数（欧线）期货相关问题答记者问,http://t.cn/A60gcX5E,,,微讲堂,0,0,1,2023-08-15 15:09,微博 weibo.com,,,,四川,蓝V
4935007937757348,NeGIpwy2w,5661809326,期货开户交返最优,上期能源新品种——集运指数（欧线）👏本周五8.18上市交易附：本品种为境内特定品种！,,,,,0,0,0,2023-08-15 14:30,坚果 R2,https://wx3.sinaimg.cn/large/006banfggy1hgxexfbq62j30u018dn5m.jpg,,,贵州,普通用户
4934988304484144,NeGcKiOwU,3786353850,现代物流报官博,【国内首个航运期货将于8月18日上市】近日，记者从中国#证监会#发布的消息获悉，证监会同意上海期货交易所全资子公司上海国际能源交易中心（以下简称“上期能源”）上海出口集装箱超话结算运价指数（欧洲航线）期货注册，并确定为境内特定品种。据上期能源8月11日发布的《关于集运指数（欧线）期货上市交易有关事项的通知》，集运指数（欧线）期货将于2023年8月18日在上期能源挂盘交易。据悉，集运指数（欧线）期货是一个创新性很强的期货品种，是国内首个航运期货品种，首个在商品期货交易所上市的指数类、现金交割的期货品种，也是首个服务类期货品种。,,,,证监会,4,2,2,2023-08-15 13:12,微博网页版,,,,河北,蓝V
4934936061282644,NeEQu5nFO,5288245215,作手阿明,中国证监会已同意上海国际能源交易中心集运指数（欧线）期货注册，自2023年8月18日（周五）起上市交易。#期货#,,,,期货,16,44,185,2023-08-15 09:45,微博网页版,"https://wx3.sinaimg.cn/large/005LSW9Fgy1hgx6mdasj1j30ks0dek1a.jpg,https://wx1.sinaimg.cn/large/005LSW9Fgy1hgx6nige88j30ke0liwl1.jpg",,,云南,红V
4934932910052149,NeELp0dz7,1699637087,航运界,【集运市场：班轮公司对运力管理更加强硬，远东航线即期运价上涨】随着班轮公司再次上调综合费率附加费（GRI），跨太平洋和亚欧航线上运价显著上涨，并阻止了跨大西洋航线的即期运价的下跌。Xeneta的XSI亚洲-北欧即期运价指数在前一周上涨31%后，上周小幅下跌2.5%，平均1692美元/FEU。O网页链接,,,,,1,0,0,2023-08-15 09:32,微博网页版,https://wx4.sinaimg.cn/large/654e675fgy1hgx6be9susj20pf0gi75w.jpg,,,上海,蓝V
4934909908484495,NeEaizBcH,1572394417,期乐无比,航运指数将于8月18日挂牌交易：证监会同意上海期货交易所全资子公司上海国际能源交易中心的上海出口集装箱结算运价指数（欧洲航线）期货【简称“集运指数（欧线）期货”】注册，并确定为境内特定品种。,,,,,0,0,1,2023-08-15 08:01,微博网页版,,,,重庆,黄V
5087249634426992,OABLdizF6,6995342848,期市灯塔,#期货##欧线集运#集运指数欧线期货连续EC0集运欧线重回偏空氛围，价格难以上行节中美东罢工快速结束使得航司借机推涨预期落空，节后运力回升，而货量进入淡季，预计运价将延续下行走势，近月合约将重回偏空氛围。节中中东地区地缘冲突升级将给远月合约带来一定支撑，但绕行造成的运力损失有望在年内得到较好的补充，预计集运欧线价格难以上行。,,,,"期货,欧线集运",0,0,0,2024-10-08 17:04,微博网页版,https://wx4.sinaimg.cn/large/007DpKesgy1huf3nu4ymgj30ex09ttd4.jpg,,,湖北,普通用户
5087234025851378,OABm2oyd4,5884112250,期货红狐,午盘收盘，国内期货主力合约涨跌互现，SC原油、燃料油封涨停板，涨幅均为9.99%，低硫燃料油（LU）涨超8%，沥青、液化石油气（LPG）涨超5%。跌幅方面，集运指数（欧线）跌超19%，纯碱跌超9%，菜粕、豆一、苹果跌超4%。股指期货午盘收盘10月8日讯，沪深300股指期货（IF）主力合约涨3.36%，上证50股指期货（IH）主力合约涨0.54%，中证500股指期货（IC）主力合约涨3.47%，中证1000股指期货（IM）主力合约涨7.22%。国债期货午盘收盘10月8日讯，2年期国债期货（TS）主力合约跌0.08%，5年期国债期货（TF）主力合约跌0.19%，10年期国债期货（T）主力合约跌0.16%，30年期国债期货（TL）主力合约跌0.14%。截至10月08日15:20，国内期货主力合约资金流入方面，螺纹钢2501流入25.15亿，中证10002410流入19.93亿，热卷2501流入14.7亿；资金流出方面，沪深3002410流出18.77亿，沪铜2411流出6.61亿，橡胶2501流出5.62亿。期货超话#财经#新浪理财师超话,,,,财经,0,0,0,2024-10-08 16:02,微博网页版,https://wx2.sinaimg.cn/large/006qd8oily1huf1v8lpc9j30qo1dutfd.jpg,,,山东,黄V
5087225027497462,OAB7wvsqO,5137216772,策略员HKing129,期货煤炭超话期货超话2024.10.8日，今日大多数走了冲高回落，还是很伤多头人气的盘面上国内期货主力合约涨跌互现，SC原油、燃料油封涨停板，涨幅均为9.99%，低硫燃料油（LU）涨超8%，沥青、液化石油气（LPG）涨超5%。跌幅方面，集运指数（欧线）跌超19%，纯碱跌超9%，菜粕、豆一、苹果跌超4%。沪深300股指期货（IF）主力合约涨3.36%，上证50股指期货（IH）主力合约涨0.54%，中证500股指期货（IC）主力合约涨3.47%，中证1000股指期货（IM）主力合约涨7.22%。2年期国债期货（TS）主力合约跌0.08%，5年期国债期货（TF）主力合约跌0.19%，10年期国债期货（T）主力合约跌0.16%，30年期国债期货（TL）主力合约跌0.14%。国内期货主力合约资金流入方面，螺纹钢2501流入25.15亿，中证10002410流入19.93亿，热卷2501流入14.7亿；资金流出方面，沪深3002410流出18.77亿，沪铜2411流出6.61亿，橡胶2501流出5.62亿。下跌方面欧线集运开盘跌停，随后反弹，但是最终还是大跌，另外还有跌幅比较大的是纯碱，这个高开低走，带动了了相关的玻璃，铁矿等走势也出现了大的调整，还有下跌的比较多是农副产品，菜粕，豆一，苹果，豆粕，豆二，红枣，鸡蛋，棉花等等，还有一些调整的比较多的锰硅，工业硅，硅铁，碳酸锂，另外前期涨的比较多的，20号胶，橡胶，也是跌的比较多，国际铜，沪铜白银也出现调整，上涨方面就是昨天说的原油系相关的，今天原油和燃油封死没动，燃油，沥青，LPG，对二甲苯，PTA，乙二醇，瓶片，苯乙烯，甲醇，短纤，PP，塑料等上涨了一些，还有上涨比较好的氧化铝，不锈钢，还有三大油脂虽然走了冲高回落，但是也是收红，棕榈还是相对强势一些，菜油，豆油跟随，整体行情开始走分化了，要注意短期资金动向，很多多头吃了一波红利暂时撤退，也就是关注行情调整力度。,,,,,0,0,2,2024-10-08 15:27,期货煤炭超话,,,,湖北,黄V
5087219931153886,OAAZj4Qb4,2032556081,新浪期货,【收评：SC原油、燃料油封涨停板！集运指数跌超19%】午盘收盘，国内期货主力合约涨跌互现，SC原油、燃料油封涨停板，涨幅均为9.99%，低硫燃料油（LU）涨超8%，沥青、液化石油气（LPG）涨超5%。跌幅方面，集运指数（欧线）跌超19%，纯碱跌超9%，菜粕、豆一、苹果跌超4%。O网页链接,,,,,1,0,0,2024-10-08 15:06,微博发布平台专业版,,,,,蓝V
5087218995041822,OAAXNl9BI,1690464823,沉睡之书11,集运指数(欧线)主力合约尾盘跌幅扩大至逾20%。你看，藤壶要被锤了。,,,,,0,3,23,2024-10-08 15:03,微博网页版,,,,湖南,金V
5087218676795000,OAAXhsvGM,6140291206,股市书院,集运指数主力合约尾盘跌幅扩大至逾20%。从这走势看。以色列要认怂了,,,,,0,1,1,2024-10-08 15:01,,,,,山西,黄V
5087217223732815,OAAUWfF4H,3031084391,新浪财经客户端,集运指数（欧线）主力合约尾盘跌幅扩大至逾20%。,,,,,0,0,0,2024-10-08 14:56,,https://wx1.sinaimg.cn/large/a9dbb952ly8huezxv7527j20ku0kmgn3.jpg,,,北京,蓝V
5087199341839078,OAAs67Iqy,3723454242,巅峰赌徒一期权,这次战争成这个样子了集运指数欧线期货连续EC0O新浪财经App社区,,,,,0,0,0,2024-10-08 13:45,新浪财经App社区,,,,河南,普通用户
5087182004160139,OAA08hsf1,2955264157,中赢联合股市行者,"601919,中远海控,形态走得极其难看，如果明天不能收个大阳，继续下跌就危险了，慢慢阴跌。。。。7月柜子还要涨是真的，打仗不知道了~今天集运板块出现重大利空，欧线集运指数一天暴跌15%，集运指数暴跌主要利空中远海",,,,,0,0,0,2024-10-08 12:36,微博网页版,,,,山东,普通用户
4938648241048924,NgdpS4oS8,5884112250,期货红狐,午盘收盘，国内午盘收盘，国内期货主力合约涨跌互现。纯碱、豆油、低硫燃料油（LU）、丁二烯橡胶（BR）涨超2%，菜粕、豆粕、豆二涨近2%；跌幅方面，集运指数（欧线）跌超3%，碳酸锂跌超2%，苯乙烯（EB）、沪锡、焦煤、玻璃跌超1%。沪深300股指期货（IF）主力合约跌0.41%，上证50股指期货（IH）主力合约涨0.23%，中证500股指期货（IC）主力合约跌1.30%，中证1000股指期货（IM）主力合约跌1.86%。新浪理财师超话期货超话,,,,,0,0,0,2023-08-25 15:35,微博网页版,,,,山东,黄V
4938644986012224,NgdkCpe3m,1905628462,上海证券报,#上证快讯#【国内商品期市日间盘多数收涨集运指数（欧线）跌超3%】8月25日日间盘，国内商品期货主力合约多数收涨。截至15:00，纯碱、豆油、丁二烯橡胶、低硫燃料油涨超2%；豆粕、菜粕、玉米淀粉、郑棉等涨超1%；鸡蛋、短纤、棉纱、生猪等微涨。O国内商品期市日间盘多数收涨集运指数（欧线）跌超3%,,,,上证快讯,1,0,0,2023-08-25 15:23,微博网页版,,,,,蓝V
4938643350490898,NgdhZ23HI,1905628462,上海证券报,#上证快讯#【国内商品期市日间盘多数收涨集运指数（欧线）跌超3%】8月25日日间盘，国内商品期货主力合约多数收涨。截至15:00，纯碱、豆油、丁二烯橡胶、低硫燃料油涨超2%；豆粕、菜粕、玉米淀粉、郑棉等涨超1%；鸡蛋、短纤、棉纱、生猪等微涨。跌幅方面，集运指数（欧线）跌超3%；碳酸锂跌超2%；苯乙烯、玻璃、焦煤、沪锡等跌超1%；不锈钢、焦炭、红枣、螺纹钢等微跌。O国内商品期市日间盘多数收涨集运指数（欧线）跌超3%,,,,上证快讯,1,0,0,2023-08-25 15:16,微博网页版,,,,,蓝V
4938641278246037,NgdeDyBaB,41257771,K线天使,国内商品期货主力合约收盘涨跌各异，纯碱、豆油、低硫燃料油（LU）、丁二烯橡胶（BR）涨超2%，菜粕、豆粕、豆二涨近2%；跌幅方面，集运指数（欧线）跌超3%，碳酸锂跌超2%，苯乙烯（EB）、沪锡、焦煤、玻璃跌超1%。#期货#,,,,期货,0,0,2,2023-08-25 15:08,今日看盘超话,,,,河南,黄V
4938639615729505,NgdbXo2vn,6570937197,期市螺纹铁矿-句号谈期,午盘收盘，国内期货主力合约涨跌互现。纯碱、豆油、低硫燃料油（LU）、丁二烯橡胶（BR）涨超2%，菜粕、豆粕、豆二涨近2%；跌幅方面，集运指数（欧线）跌超3%，碳酸锂跌超2%，苯乙烯（EB）、沪锡、焦煤、玻璃跌超1%。#期货#,,,,期货,0,0,0,2023-08-25 15:01,微博网页版,,,,福建,黄V
4938588025000914,NgbQKkYXU,5884112250,期货红狐,早盘收盘，国内期货主力合约涨跌互现。菜粕、豆二、纯碱涨超2%，豆粕、豆油、低硫燃料油（LU）、菜油、玉米涨超1%；跌幅方面，集运指数（欧线）跌超3%，玻璃、焦煤、不锈钢（SS）、苯乙烯（EB）跌超1%。股指期货早盘收盘沪深300股指期货（IF）主力合约跌0.49%，上证50股指期货（IH）主力合约涨0.06%，中证500股指期货（IC）主力合约跌0.83%，中证1000股指期货（IM）主力合约跌1.08%新浪理财师超话期货超话,,,,,0,0,1,2023-08-25 11:36,微博网页版,,,,山东,黄V
4938556320255858,Ngb1C14yK,1905628462,上海证券报,#上证快讯#【国内商品期市早盘多数上涨纯碱涨超2%】8月25日早盘，国内商品期货主力合约多数上涨。截至9:00，纯碱涨超2%；低硫燃料油、豆油、豆二、菜油等涨超1%；玉米淀粉、菜粕、液化石油气、沪锌等微涨。跌幅方面，尿素、集运指数（欧线）、不锈钢、焦煤等跌超1%；铁矿石、苯乙烯、国际铜、螺纹钢等微跌。O国内商品期市早盘多数上涨纯碱涨超2%,,,,上证快讯,1,0,1,2023-08-25 09:30,微博网页版,,,,,蓝V
4937501758457739,NfJAHzuf9,6140291206,股市书院,国内期货主力合约涨跌互现，纯碱涨超4%，沪锡、焦炭、焦煤、集运指数（欧线）、苹果、甲醇涨超2%；跌幅方面，菜粕跌超3%，豆粕、低硫燃料油（LU）跌超1%。,,,,,0,0,0,2023-08-22 11:40,微博网页版,,,,山西,黄V
4937501368385814,NfJA4zbx4,6450367173,快兰斯24小时财经直播2,实时播报：早盘收盘，国内期货主力合约涨跌互现。纯碱涨超4%，沪锡、焦炭、焦煤、集运指数（欧线）、苹果、甲醇涨超2%；跌幅方面，菜粕跌超3%，豆粕、低硫燃料油（LU）跌超1%。,,,,,0,0,0,2023-08-22 11:38,微博手机版,,,,广东,普通用户
4937467645919280,NfIHGoPSg,7519615740,独孤求败hennry888,这个上海的集运指数散户能交易吗？需要特殊申请吧,,,,,0,3,3,2023-08-22 09:24,HUAWEI Mate 40 Pro,,,,江苏,黄V
